id,cpf,status,due_date,created_at,updated_at,valor_total,data_pagamento,dias_atraso,valor_juros,valor_multa,valor_total_com_encargos,saldo_anterior,valor_iof,valor_juros_remuneratorios,valor_juros_mora,itemized_transactions,valor_pago,data_ultimo_pagamento
2f8aad2a-e86b-485a-859c-34a9eee683e6,64866656883,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:49.110Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""1ec5932b-1b56-451d-955a-05706a24bda9"",""date"":""2026-06-24T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""fb600a92-e77e-4564-b7c9-f7153d7de987"",""date"":""2026-06-27T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""091ad4d3-7949-4c40-9b55-da0590d58113"",""date"":""2026-06-27T15:00:00.000Z"",""amount"":860.19,""merchant"":""Netflix"",""type"":""CREDIT""}]",0.00,
303e4679-4a11-49c3-b5e8-7b905a122976,51742065392,FECHADA,2026-07-15T18:00:00.000Z,2026-07-31T04:28:26.077Z,2026-08-20T03:00:06.236Z,3870.86,,36,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""dff2b509-e44e-48c0-8651-9f0370a97c2d"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""c57cd9a1-f870-4919-9b8b-62993ad500e9"",""date"":""2026-07-02T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""224ab281-375e-45e1-b7a9-4566612aaee2"",""date"":""2026-07-04T15:00:00.000Z"",""amount"":860.19,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
316fe122-da5b-48bc-aa4e-a751511c5d96,64332859618,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:54.732Z,2026-08-20T03:00:06.236Z,1737.21,,10,0.00,34.74,,0.00,7.02,26.73,1.74,"[{""id"":""422c36d7-9424-4966-bde0-b969cc8685c6"",""date"":""2026-07-21T00:55:44.380Z"",""amount"":319.67,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""52c38194-870e-42fc-aa4b-6406c68dee34"",""date"":""2026-07-21T00:55:44.375Z"",""amount"":426.23,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""69787e73-5f01-4286-889c-a8b91a5ff609"",""date"":""2026-07-20T16:09:48.026Z"",""amount"":172.93,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""e4e288ad-2ae9-48d0-9ab9-eb4855e6b12f"",""date"":""2026-07-19T00:55:44.384Z"",""amount"":213.11,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""610e1006-3f8e-49dc-b9b2-7e4014acefb8"",""date"":""2026-07-18T16:09:48.016Z"",""amount"":259.4,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""a56a735d-0c11-48b7-a52f-57c48132794a"",""date"":""2026-07-18T16:09:48.007Z"",""amount"":345.87,""merchant"":""Uber"",""type"":""CREDIT""}]",0.00,
31fe4ebb-c4e2-46d3-84d3-713ae348edc1,44444444444,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:47.981Z,2026-08-20T03:00:06.048Z,3870.86,,0,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""a1d169e4-2ce6-459d-b92e-ef2600c22cd0"",""date"":""2026-06-25T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""1f768afa-116a-4115-9160-8ee4858a32c4"",""date"":""2026-06-26T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""24220ceb-4504-4b87-a032-d8ab44f2b544"",""date"":""2026-06-28T15:00:00.000Z"",""amount"":860.19,""merchant"":""Uber"",""type"":""CREDIT""}]",0.00,
321bff20-daff-40fe-9270-d644122ca385,73857513853,FECHADA,2026-07-19T18:00:00.000Z,2026-08-03T23:34:08.548Z,2026-08-20T03:00:06.236Z,3870.86,,32,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""b9755583-d67b-498d-9fb1-7f2a823ef785"",""date"":""2026-07-04T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""e3af4290-5b2d-4aa7-82ba-84c5a213abe0"",""date"":""2026-07-08T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""990cd041-86dc-4d37-b486-6ca76db6532c"",""date"":""2026-07-03T15:00:00.000Z"",""amount"":860.19,""merchant"":""Amazon BR"",""type"":""CREDIT""}]",0.00,
394a4f57-7400-4ea4-8952-1b858f04407e,66655544433,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:57.059Z,2026-08-20T03:00:06.236Z,710.30,,10,0.00,14.21,,0.00,2.88,10.92,0.72,"[{""id"":""3ed1d589-18e1-47e8-b02a-e70e7cd6278b"",""date"":""2026-07-24T00:55:48.094Z"",""amount"":236.77,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""ec37effb-95ca-4e00-ae79-aca57b8cbd74"",""date"":""2026-07-24T00:55:48.089Z"",""amount"":315.69,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""9dd9bc03-7a7e-4f38-991d-06d5e3a98ed2"",""date"":""2026-07-22T00:55:48.100Z"",""amount"":157.84,""merchant"":""Spotify"",""type"":""CREDIT""}]",0.00,
39d29f74-c797-4724-b3ec-aef64f2f0bb5,98215828507,FECHADA,2026-08-05T21:00:00.000Z,2026-07-30T03:23:47.916Z,2026-08-17T14:38:17.868Z,318.80,,0,0.00,77.42,,3870.86,23.92,39.72,2.58,"[{""id"":""8129e274-eb21-40e1-94ed-c3fe97b7f684"",""date"":""2026-07-28T02:50:16.849Z"",""amount"":70.84,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""20e84b3a-c15c-4267-adbc-ef5d6b43712d"",""date"":""2026-07-28T02:50:16.781Z"",""amount"":106.27,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""86c069b9-afd0-4dad-939f-502b2a22266e"",""date"":""2026-07-27T02:50:16.724Z"",""amount"":141.69,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
3a0466e3-6f72-4a57-a96c-ca988e69eb87,60107482754,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:53.760Z,2026-08-20T03:00:06.236Z,1754.79,,10,0.00,35.10,,0.00,7.09,27.00,1.74,"[{""id"":""c8bc2ec5-529a-486c-a7cc-efe1e93df38e"",""date"":""2026-07-26T00:55:44.399Z"",""amount"":306.37,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""8de60fb6-475e-41b6-8896-741cdaa52dc8"",""date"":""2026-07-24T16:09:48.082Z"",""amount"":185.71,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""b2492dde-f9ab-4db8-9c66-3a16d8ac0f29"",""date"":""2026-07-22T00:55:44.393Z"",""amount"":408.49,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""1c2116d4-f188-4d97-9b11-b0ec89a4b8a7"",""date"":""2026-07-19T00:55:44.404Z"",""amount"":204.24,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""5d97b335-d695-4931-836a-04c9034079b3"",""date"":""2026-07-18T16:09:48.078Z"",""amount"":278.56,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""3ec66319-1841-4885-b24f-4f54b314a465"",""date"":""2026-07-17T16:09:48.072Z"",""amount"":371.42,""merchant"":""Spotify"",""type"":""CREDIT""}]",0.00,
3bbaf807-96ff-4653-996f-f1de11f96b3b,07154153601,FECHADA,2026-07-30T18:00:00.000Z,2026-08-15T00:45:26.522Z,2026-08-20T03:00:06.236Z,3870.86,,21,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""502bde9a-a266-414d-bba3-e6342ba94a58"",""date"":""2026-07-18T15:00:00.000Z"",""amount"":1720.38,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""e956e769-c0f6-4536-a303-82082bfeb8f7"",""date"":""2026-07-20T15:00:00.000Z"",""amount"":1290.29,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""d76ee46b-cac9-4f6b-8cdf-98da03940a15"",""date"":""2026-07-20T15:00:00.000Z"",""amount"":860.19,""merchant"":""Amazon BR"",""type"":""CREDIT""}]",0.00,
3c7cce61-9849-47a9-865d-b7e19aea539d,73129536620,FECHADA,2026-08-15T21:00:00.000Z,2026-08-09T01:36:39.414Z,2026-08-20T03:00:06.236Z,833.12,,5,0.00,77.42,,3870.86,24.89,635.47,41.26,"[{""id"":""ef778e8e-15d5-4e3b-8ee2-95a388ed0c47"",""date"":""2026-07-24T05:12:41.379Z"",""amount"":140.76,""merchant"":""Zara"",""type"":""CREDIT""},{""id"":""40557898-6ed7-4780-8e17-43bd582b2dfb"",""date"":""2026-07-24T00:55:48.508Z"",""amount"":182.59,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""4561d90c-918d-4f5c-bb58-91287372f2cc"",""date"":""2026-07-22T00:55:48.513Z"",""amount"":136.94,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""59e33e16-8290-4ab1-b93e-2c5931522fad"",""date"":""2026-07-21T05:12:41.368Z"",""amount"":187.68,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""f16233c1-7722-49d1-a0da-db9f7caf50ec"",""date"":""2026-07-21T00:55:48.518Z"",""amount"":91.3,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""62884c18-37b4-4c61-bce6-952e04d28f5f"",""date"":""2026-07-20T05:12:41.386Z"",""amount"":93.85,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
3cf97a62-da18-4a53-85ff-523ab46e29d8,98765432100,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:47.837Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""9e6d93db-58cf-43ac-828c-7b8e74576576"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""e03bfc7b-9d3c-4809-a24a-3fbcc91ca050"",""date"":""2026-06-26T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""f6ddc0ab-5b6d-4039-82aa-f771b3d04822"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":860.19,""merchant"":""Posto Shell"",""type"":""CREDIT""}]",0.00,
3d36381f-9c57-4635-9b2a-22baf1de74c9,16165143539,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:56.888Z,2026-08-20T03:00:06.236Z,1321.07,,10,0.00,26.42,,0.00,5.35,20.34,1.32,"[{""id"":""32d84491-aed3-41d5-8771-eb6cca1c9609"",""date"":""2026-07-24T00:55:47.815Z"",""amount"":189.05,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""d2ef1eb8-d64e-4829-a726-3a3c206a6a32"",""date"":""2026-07-23T16:09:50.191Z"",""amount"":156.77,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""b60f7731-9696-4e81-a6ce-f53e86da9061"",""date"":""2026-07-21T00:55:47.805Z"",""amount"":378.12,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""cc86efe0-7d84-4b4e-b5a6-cdf999c7f577"",""date"":""2026-07-19T16:09:50.196Z"",""amount"":104.51,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""268a625e-1b59-4350-8a9d-fa46548facc0"",""date"":""2026-07-19T16:09:50.187Z"",""amount"":209.03,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""850e0164-d214-46bd-b098-e5c02e551b29"",""date"":""2026-07-19T00:55:47.809Z"",""amount"":283.59,""merchant"":""Uber"",""type"":""CREDIT""}]",0.00,
4071ebc2-e9ee-437e-b5f0-f77f083e2c12,68141495240,FECHADA,2026-08-15T21:00:00.000Z,2026-08-09T01:36:39.203Z,2026-08-20T03:00:06.236Z,690.46,,5,0.00,77.42,,3870.86,24.89,635.47,41.26,"[{""id"":""dc20cd44-5715-4990-ac24-92c2c782b6c3"",""date"":""2026-07-23T00:55:48.767Z"",""amount"":153.44,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""4dd11efc-b41f-4985-8c27-a423203fc886"",""date"":""2026-07-22T00:55:48.758Z"",""amount"":306.87,""merchant"":""Zara"",""type"":""CREDIT""},{""id"":""421ab041-cc21-43e4-a1eb-1ae65ff8ba46"",""date"":""2026-07-21T00:55:48.763Z"",""amount"":230.15,""merchant"":""iFood"",""type"":""CREDIT""}]",0.00,
42bd010f-165c-49ff-b060-f76ba7c2c443,80535757654,FECHADA,2026-07-06T00:00:00.000Z,2026-07-30T02:50:22.817Z,2026-08-15T03:07:38.063Z,3870.86,,0,0.00,0.00,,0.00,0.00,0.00,0.00,"[{""id"":""ef0a8d98-7972-4053-8b2a-67d8e0691ca9"",""date"":""2026-07-06T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""},{""id"":""f046b856-ad0e-454c-a23a-71c4318e710a"",""date"":""2026-07-03T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""6c97b1f3-35b4-4710-a9eb-d39121abf91c"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":860.19,""merchant"":""Magazine Luiza"",""type"":""CREDIT""}]",0.00,
457aff88-a3e3-46e3-832e-03dd648f78d9,38882777448,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:57.185Z,2026-08-20T03:00:06.236Z,1397.91,,10,0.00,27.96,,0.00,5.64,21.51,1.41,"[{""id"":""e4e82419-5758-4785-9458-329c77e92417"",""date"":""2026-07-25T00:55:48.129Z"",""amount"":209.85,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""4ce7390e-d4eb-4b96-a038-a25878baec1e"",""date"":""2026-07-24T16:09:50.761Z"",""amount"":411.44,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""66bbf014-8587-4f56-af53-fbede0845794"",""date"":""2026-07-23T16:09:50.765Z"",""amount"":308.58,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""65f39255-5b33-4680-956a-d9679b733901"",""date"":""2026-07-22T16:09:50.769Z"",""amount"":205.72,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""8001d610-a874-4190-9c4c-50a686fa3268"",""date"":""2026-07-21T00:55:48.139Z"",""amount"":104.93,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""6eafe617-3621-4b59-9bdc-e67a7a2178f9"",""date"":""2026-07-19T00:55:48.135Z"",""amount"":157.39,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
476271df-50a1-4759-8856-2afc0d58090b,77777777777,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:58.555Z,2026-08-20T03:00:06.236Z,1257.99,,10,0.00,77.42,,3870.86,22.33,476.59,30.94,"[{""id"":""a76c7716-65b4-48f7-aa72-a37c76b30b8b"",""date"":""2026-07-26T00:55:48.583Z"",""amount"":224,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""5a3e6aeb-fa8f-4ad8-9119-5da18be56235"",""date"":""2026-07-25T00:55:48.587Z"",""amount"":168,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""97db5826-219c-4173-80b3-52b49adf0ad6"",""date"":""2026-07-24T00:55:48.591Z"",""amount"":112.01,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""c60e4951-19ce-45ef-b31f-86c415149003"",""date"":""2026-07-23T16:09:51.166Z"",""amount"":335.1,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""2148d6f1-71d3-4acd-828f-1ca547f53109"",""date"":""2026-07-21T16:09:51.169Z"",""amount"":251.33,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""b405586d-6b09-4a04-919d-92d5e81ea6ec"",""date"":""2026-07-20T16:09:51.171Z"",""amount"":167.55,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
47f60ce6-eb7e-4ecc-b30d-c6686862719c,93544490340,FECHADA,2026-08-15T21:00:00.000Z,2026-08-09T01:36:38.800Z,2026-08-20T03:00:06.236Z,733.70,,5,0.00,0.00,,0.00,0.00,0.00,0.00,"[{""id"":""d158a8f2-2a32-4238-9698-c34fb911877c"",""date"":""2026-07-28T04:27:22.143Z"",""amount"":326.09,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""937bc977-9be6-442c-b9dd-8256d5ec4b2b"",""date"":""2026-07-27T04:27:22.152Z"",""amount"":244.57,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""450a84b0-587c-420b-9f4f-aa78bbd50020"",""date"":""2026-07-24T04:27:22.160Z"",""amount"":163.04,""merchant"":""Mercado Livre"",""type"":""CREDIT""}]",0.00,
4880566f-4fda-4e25-8660-ffdca2e9494f,12902848900,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:55.222Z,2026-08-20T03:00:06.236Z,859.72,,10,0.00,17.19,,0.00,3.48,13.23,0.87,"[{""id"":""267e1639-14bb-44ac-b586-f478c7ad75fc"",""date"":""2026-07-21T00:55:45.455Z"",""amount"":286.57,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""4eb4631a-3b24-4ab3-9101-39442fc8118b"",""date"":""2026-07-21T00:55:45.451Z"",""amount"":382.1,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""94b5758b-ff96-4aeb-9ddd-7b0ff9c4b0f6"",""date"":""2026-07-19T00:55:45.459Z"",""amount"":191.05,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
493d1b80-5ab0-4cb6-a66e-9b7c76613f60,27646660477,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:45.800Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""89deebbb-36b5-4e1f-a454-e2fb86c22dee"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""78924938-4852-4b3e-802a-46be7f4aaa2e"",""date"":""2026-06-25T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""2df79d55-f7c0-4e9e-9389-2fe56e061fe3"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":860.19,""merchant"":""Posto Shell"",""type"":""CREDIT""}]",0.00,
497eeced-ec2e-4caf-999b-20f770d14878,78475680046,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:48.683Z,2026-08-18T03:00:12.636Z,3870.86,,0,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""b315eebb-7e97-4b03-b7a2-d7ea3e85926b"",""date"":""2026-06-26T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""87a37b54-da12-4437-a60a-38e7adaf492a"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""889e958d-cea3-4edc-96d0-af5b3a601274"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":860.19,""merchant"":""Uber"",""type"":""CREDIT""}]",0.00,
49d4c73f-27a9-40bb-8f5d-dc435d35d222,58628880208,FECHADA,2026-08-10T21:00:00.000Z,2026-08-04T00:02:58.125Z,2026-08-15T03:07:38.063Z,0.00,,0,0.00,0.00,,0.00,0.00,0.00,0.00,[],0.00,
4b290764-4d00-4ecd-8edd-afcab25de622,77551164685,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:44.501Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""caa3259a-67e3-434c-8937-2c5cc7cc0ca6"",""date"":""2026-07-01T15:00:00.000Z"",""amount"":1720.38,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""2e649670-0758-472a-a006-3caa5072c611"",""date"":""2026-06-24T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""f9832495-ea50-442e-bf02-c40e4a46941e"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":860.19,""merchant"":""Amazon BR"",""type"":""CREDIT""}]",0.00,
4c960f36-e744-4e60-807d-e9e841bf25f1,75775457404,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:47.901Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""6af50958-f25a-4830-bae6-c46954daced3"",""date"":""2026-06-27T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""057a89d0-d95a-40aa-926a-6f29a84e428d"",""date"":""2026-06-28T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""2664f28f-503b-4d9e-bdd4-60cf06224339"",""date"":""2026-07-03T15:00:00.000Z"",""amount"":860.19,""merchant"":""Netflix"",""type"":""CREDIT""}]",0.00,
4cb6b68a-dffb-41fa-88f3-a7ba6a4e144d,85246671844,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:49.008Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""0f1ca293-7a61-4bd5-a72d-f559780116db"",""date"":""2026-07-03T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""72674329-a994-4da7-8bf2-b1b2e71dae21"",""date"":""2026-06-28T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""0149b7b8-76f8-4149-93e1-479dca2cb7d0"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":860.19,""merchant"":""Farmacia Pague Menos"",""type"":""CREDIT""}]",0.00,
4e7739a6-a5cf-4043-8878-b78198eba7f5,46945365409,FECHADA,2026-08-05T21:00:00.000Z,2026-07-30T03:23:47.760Z,2026-08-20T03:00:06.236Z,404.06,,15,0.00,8.08,,0.00,1.80,6.21,0.39,"[{""id"":""5c2b9337-56e2-45c1-8c7c-1006ebaf8a3b"",""date"":""2026-07-27T02:48:47.375Z"",""amount"":173.17,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""116a3a3f-8242-4ab1-8125-70dd7d0be373"",""date"":""2026-07-26T02:48:47.372Z"",""amount"":230.89,""merchant"":""Amazon BR"",""type"":""CREDIT""}]",0.00,
4fc66ca5-5bad-4eeb-b4c9-3dfc1d1c7cc1,48318883543,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:03:00.680Z,2026-08-18T03:00:12.636Z,1646.98,,0,0.00,77.42,,3870.86,22.33,476.59,30.94,"[{""id"":""fc11fa26-04f4-4079-98fa-b8e17fe0fe12"",""date"":""2026-07-24T16:09:47.830Z"",""amount"":398.24,""merchant"":""Amazon BR"",""type"":""CREDIT""},{""id"":""858849dd-4651-4e7e-8889-8b558ff3408e"",""date"":""2026-07-23T00:55:44.224Z"",""amount"":166.87,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""d8521cfb-5c09-42ae-9997-5602c91ea360"",""date"":""2026-07-22T00:55:44.220Z"",""amount"":250.32,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""a85d486a-a265-481b-a09e-4e4bfe6d327b"",""date"":""2026-07-21T00:55:44.215Z"",""amount"":333.76,""merchant"":""Spotify"",""type"":""CREDIT""},{""id"":""a9c6b2af-f054-43cb-bd17-cd31ea025fbd"",""date"":""2026-07-20T16:09:47.839Z"",""amount"":199.11,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""2055d099-d933-45bd-ac92-b336dd533dfb"",""date"":""2026-07-20T16:09:47.834Z"",""amount"":298.68,""merchant"":""Spotify"",""type"":""CREDIT""}]",0.00,
50be81ca-f791-4d5e-ae92-288f47f74fc9,24662236606,FECHADA,2026-07-10T18:00:00.000Z,2026-07-26T00:55:43.945Z,2026-08-20T03:00:06.236Z,3870.86,,41,0.00,77.42,,0.00,19.47,297.86,19.33,"[{""id"":""804c36c6-c3df-4522-9c72-8444650226ac"",""date"":""2026-06-29T15:00:00.000Z"",""amount"":1720.38,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""c27083ea-855e-4b42-869c-ae896e3340bd"",""date"":""2026-06-30T15:00:00.000Z"",""amount"":1290.29,""merchant"":""Uber"",""type"":""CREDIT""},{""id"":""24fdd708-87f2-4c2e-b30a-8d0da6216544"",""date"":""2026-06-28T15:00:00.000Z"",""amount"":860.19,""merchant"":""iFood"",""type"":""CREDIT""}]",0.00,
51c3bff0-2781-41f7-88b8-f82b583489c4,65184684166,FECHADA,2026-08-10T18:00:00.000Z,2026-08-04T00:02:56.060Z,2026-08-18T03:00:12.636Z,1513.17,,0,0.00,77.42,,3870.86,22.33,476.59,30.94,"[{""id"":""c9c9945a-4602-4f5b-b6db-41fec9e598ba"",""date"":""2026-07-25T00:55:47.188Z"",""amount"":228.58,""merchant"":""iFood"",""type"":""CREDIT""},{""id"":""77e474fb-23d2-40c2-9f4e-1530c95cd466"",""date"":""2026-07-24T16:09:49.654Z"",""amount"":332.96,""merchant"":""Magazine Luiza"",""type"":""CREDIT""},{""id"":""52b6f99d-b621-4672-adf3-8dcc558f1482"",""date"":""2026-07-24T00:55:47.202Z"",""amount"":114.29,""merchant"":""Mercado Livre"",""type"":""CREDIT""},{""id"":""c7adf029-431b-44b7-b23a-92c7071026a6"",""date"":""2026-07-23T16:09:49.650Z"",""amount"":443.94,""merchant"":""Netflix"",""type"":""CREDIT""},{""id"":""ccd4bb1f-ea38-4b7c-a087-3ab136f71d78"",""date"":""2026-07-21T00:55:47.194Z"",""amount"":171.43,""merchant"":""Posto Shell"",""type"":""CREDIT""},{""id"":""913510cd-0afb-4b39-b080-7cc4469107ba"",""date"":""2026-07-19T16:09:49.663Z"",""amount"":221.97,""merchant"":""Magazine Luiza"",""type"":""CREDIT""}]",0.00,
